id_customer,id_vehicle,desc_vehicle,purchase_value,selling_value,segment,contract_duration
customer_93,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45193,other,6
customer_46,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,34256,mining,21
customer_84,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,115783,other,10
customer_31,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,60546,engineering,11
customer_84,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,67990,other,12
customer_97,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,145537,engineering,14
customer_5,vehicle_1,SAVEIRO CS RB MPI,82245,42762,mining,18
customer_67,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,50271,energy,22
customer_24,vehicle_1,SAVEIRO CS RB MPI,82245,61121,agribusiness,12
customer_53,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,77023,mining,17
customer_34,vehicle_1,SAVEIRO CS RB MPI,82245,59668,agribusiness,18
customer_81,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,58722,energy,35
customer_4,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,156159,agribusiness,12
customer_29,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,44042,mining,36
customer_16,vehicle_8,GM-S10 CABINE SIMPLES,175555,134361,other,22
customer_85,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,56692,energy,32
customer_12,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25148,energy,24
customer_4,vehicle_1,SAVEIRO CS RB MPI,82245,59384,agribusiness,13
customer_20,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45595,engineering,7
customer_85,vehicle_8,GM-S10 CABINE SIMPLES,175555,120428,energy,24
customer_62,vehicle_6,TOYOTA-HILUX CS 4X4,172298,114964,engineering,9
customer_9,vehicle_1,SAVEIRO CS RB MPI,82245,42685,mining,20
customer_59,vehicle_1,SAVEIRO CS RB MPI,82245,50421,energy,15
customer_28,vehicle_1,SAVEIRO CS RB MPI,82245,61608,agribusiness,16
customer_66,vehicle_8,GM-S10 CABINE SIMPLES,175555,124848,energy,32
customer_84,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,147259,other,13
customer_50,vehicle_8,GM-S10 CABINE SIMPLES,175555,84945,mining,18
customer_86,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58011,energy,19
customer_6,vehicle_1,SAVEIRO CS RB MPI,82245,60196,energy,16
customer_93,vehicle_8,GM-S10 CABINE SIMPLES,175555,136882,other,18
customer_50,vehicle_8,GM-S10 CABINE SIMPLES,175555,86009,mining,26
customer_15,vehicle_8,GM-S10 CABINE SIMPLES,175555,124086,energy,21
customer_18,vehicle_6,TOYOTA-HILUX CS 4X4,172298,77874,mining,31
customer_17,vehicle_8,GM-S10 CABINE SIMPLES,175555,136798,other,13
customer_66,vehicle_8,GM-S10 CABINE SIMPLES,175555,111241,energy,17
customer_68,vehicle_7,HILUX CS DSL 4X4,262854,119318,mining,35
customer_5,vehicle_1,SAVEIRO CS RB MPI,82245,36794,mining,27
customer_19,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,51628,energy,33
customer_24,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,144137,agribusiness,15
customer_93,vehicle_7,HILUX CS DSL 4X4,262854,206213,other,11
customer_78,vehicle_8,GM-S10 CABINE SIMPLES,175555,81428,mining,31
customer_29,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,37502,mining,28
customer_69,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,64970,other,20
customer_73,vehicle_1,SAVEIRO CS RB MPI,82245,58793,engineering,8
customer_3,vehicle_8,GM-S10 CABINE SIMPLES,175555,130609,engineering,9
customer_88,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,134353,energy,35
customer_19,vehicle_7,HILUX CS DSL 4X4,262854,189680,energy,18
customer_24,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24792,agribusiness,14
customer_4,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,128080,agribusiness,19
customer_4,vehicle_7,HILUX CS DSL 4X4,262854,204789,agribusiness,21
customer_28,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58361,agribusiness,15
customer_78,vehicle_8,GM-S10 CABINE SIMPLES,175555,95555,mining,18
customer_49,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,21370,energy,24
customer_21,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,64025,agribusiness,12
customer_34,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,26888,agribusiness,22
customer_13,vehicle_6,TOYOTA-HILUX CS 4X4,172298,127616,other,10
customer_53,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,79108,mining,35
customer_87,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,113095,engineering,9
customer_45,vehicle_1,SAVEIRO CS RB MPI,82245,59892,energy,20
customer_3,vehicle_6,TOYOTA-HILUX CS 4X4,172298,118087,engineering,6
customer_81,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,65076,energy,31
customer_45,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,21288,energy,17
customer_38,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22953,energy,12
customer_54,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25263,energy,33
customer_83,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24232,other,7
customer_91,vehicle_8,GM-S10 CABINE SIMPLES,175555,128631,engineering,6
customer_34,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,26202,agribusiness,12
customer_83,vehicle_8,GM-S10 CABINE SIMPLES,175555,124471,other,20
customer_81,vehicle_8,GM-S10 CABINE SIMPLES,175555,108137,energy,30
customer_32,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,95108,mining,27
customer_70,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24173,engineering,10
customer_68,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,85895,mining,22
customer_48,vehicle_6,TOYOTA-HILUX CS 4X4,172298,78268,mining,31
customer_65,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,56751,energy,13
customer_1,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,46393,agribusiness,21
customer_99,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,84023,mining,29
customer_75,vehicle_7,HILUX CS DSL 4X4,262854,193789,other,10
customer_97,vehicle_1,SAVEIRO CS RB MPI,82245,54635,engineering,13
customer_23,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,95894,mining,16
customer_86,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,59433,energy,27
customer_58,vehicle_6,TOYOTA-HILUX CS 4X4,172298,122604,agribusiness,16
customer_39,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,65410,agribusiness,14
customer_66,vehicle_7,HILUX CS DSL 4X4,262854,175300,energy,36
customer_25,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25697,other,12
customer_50,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,16605,mining,25
customer_74,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,63442,agribusiness,15
customer_25,vehicle_6,TOYOTA-HILUX CS 4X4,172298,130676,other,9
customer_42,vehicle_8,GM-S10 CABINE SIMPLES,175555,87265,mining,28
customer_54,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,61159,energy,30
customer_20,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,142685,engineering,10
customer_50,vehicle_8,GM-S10 CABINE SIMPLES,175555,90246,mining,20
customer_31,vehicle_8,GM-S10 CABINE SIMPLES,175555,123274,engineering,15
customer_22,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,146634,energy,24
customer_45,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,57466,energy,32
customer_89,vehicle_8,GM-S10 CABINE SIMPLES,175555,123043,agribusiness,13
customer_18,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,86021,mining,25
customer_43,vehicle_8,GM-S10 CABINE SIMPLES,175555,94615,mining,16
customer_99,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,76070,mining,21
customer_72,vehicle_6,TOYOTA-HILUX CS 4X4,172298,92033,mining,32
customer_7,vehicle_1,SAVEIRO CS RB MPI,82245,59253,other,10
customer_54,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,129853,energy,27
customer_82,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,124525,other,11
customer_74,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,154761,agribusiness,20
customer_33,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,133954,engineering,6
customer_35,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,28881,mining,34
customer_17,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,48369,other,11
customer_21,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,48275,agribusiness,23
customer_44,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24167,energy,29
customer_63,vehicle_7,HILUX CS DSL 4X4,262854,160861,energy,17
customer_23,vehicle_8,GM-S10 CABINE SIMPLES,175555,93127,mining,21
customer_45,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,146147,energy,23
customer_74,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,48251,agribusiness,15
customer_11,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,42258,engineering,11
customer_78,vehicle_7,HILUX CS DSL 4X4,262854,139355,mining,23
customer_50,vehicle_1,SAVEIRO CS RB MPI,82245,43336,mining,21
customer_42,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,105471,mining,17
customer_16,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,67485,other,22
customer_31,vehicle_6,TOYOTA-HILUX CS 4X4,172298,125616,engineering,8
customer_36,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,41566,energy,30
customer_66,vehicle_7,HILUX CS DSL 4X4,262854,158168,energy,31
customer_75,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,127094,other,14
customer_52,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,138425,engineering,13
customer_71,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,44586,energy,26
customer_99,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,47995,mining,27
customer_78,vehicle_1,SAVEIRO CS RB MPI,82245,36403,mining,17
customer_57,vehicle_6,TOYOTA-HILUX CS 4X4,172298,125096,energy,31
customer_58,vehicle_8,GM-S10 CABINE SIMPLES,175555,126727,agribusiness,19
customer_80,vehicle_8,GM-S10 CABINE SIMPLES,175555,124734,other,18
customer_31,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,58307,engineering,12
customer_72,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,80797,mining,34
customer_24,vehicle_6,TOYOTA-HILUX CS 4X4,172298,131648,agribusiness,18
customer_22,vehicle_6,TOYOTA-HILUX CS 4X4,172298,103523,energy,31
customer_21,vehicle_8,GM-S10 CABINE SIMPLES,175555,128995,agribusiness,19
customer_6,vehicle_8,GM-S10 CABINE SIMPLES,175555,115545,energy,34
customer_87,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,53919,engineering,14
customer_98,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,41419,energy,19
customer_81,vehicle_1,SAVEIRO CS RB MPI,82245,58934,energy,12
customer_71,vehicle_1,SAVEIRO CS RB MPI,82245,53170,energy,28
customer_19,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,147751,energy,35
customer_20,vehicle_6,TOYOTA-HILUX CS 4X4,172298,122147,engineering,9
customer_34,vehicle_6,TOYOTA-HILUX CS 4X4,172298,128313,agribusiness,14
customer_26,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,54043,engineering,14
customer_65,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,149963,energy,12
customer_7,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,47477,other,10
customer_57,vehicle_1,SAVEIRO CS RB MPI,82245,55221,energy,34
customer_86,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,99386,energy,19
customer_45,vehicle_7,HILUX CS DSL 4X4,262854,183419,energy,24
customer_97,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,140635,engineering,11
customer_93,vehicle_1,SAVEIRO CS RB MPI,82245,61808,other,7
customer_33,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,114504,engineering,12
customer_17,vehicle_6,TOYOTA-HILUX CS 4X4,172298,121685,other,6
customer_81,vehicle_7,HILUX CS DSL 4X4,262854,169588,energy,34
customer_51,vehicle_6,TOYOTA-HILUX CS 4X4,172298,79153,mining,25
customer_7,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,46271,other,13
customer_26,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,106537,engineering,14
customer_39,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,141837,agribusiness,18
customer_2,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,46262,agribusiness,13
customer_52,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25428,engineering,13
customer_78,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,90947,mining,15
customer_26,vehicle_8,GM-S10 CABINE SIMPLES,175555,123713,engineering,14
customer_3,vehicle_1,SAVEIRO CS RB MPI,82245,61436,engineering,7
customer_67,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22768,energy,15
customer_57,vehicle_6,TOYOTA-HILUX CS 4X4,172298,112009,energy,20
customer_35,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,34426,mining,32
customer_40,vehicle_8,GM-S10 CABINE SIMPLES,175555,125955,engineering,10
customer_25,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,122317,other,14
customer_62,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23984,engineering,15
customer_80,vehicle_8,GM-S10 CABINE SIMPLES,175555,138894,other,19
customer_77,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45687,energy,26
customer_37,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,126658,agribusiness,17
customer_25,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,64885,other,17
customer_53,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,31524,mining,23
customer_90,vehicle_1,SAVEIRO CS RB MPI,82245,60269,agribusiness,19
customer_56,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,90654,mining,18
customer_31,vehicle_8,GM-S10 CABINE SIMPLES,175555,126019,engineering,8
customer_1,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,148385,agribusiness,14
customer_55,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,41983,energy,17
customer_69,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,67505,other,18
customer_35,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,109703,mining,24
customer_17,vehicle_8,GM-S10 CABINE SIMPLES,175555,134856,other,16
customer_56,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,43466,mining,16
customer_72,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,105841,mining,25
customer_96,vehicle_1,SAVEIRO CS RB MPI,82245,60631,agribusiness,19
customer_85,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,54118,energy,14
customer_35,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,36537,mining,35
customer_5,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,86965,mining,36
customer_65,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22739,energy,28
customer_5,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,28505,mining,32
customer_43,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,16081,mining,31
customer_93,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,148481,other,20
customer_28,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,27223,agribusiness,22
customer_6,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,42626,energy,20
customer_72,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,42082,mining,21
customer_80,vehicle_7,HILUX CS DSL 4X4,262854,193483,other,15
customer_79,vehicle_6,TOYOTA-HILUX CS 4X4,172298,124081,engineering,8
customer_86,vehicle_8,GM-S10 CABINE SIMPLES,175555,124896,energy,23
customer_16,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,27037,other,23
customer_6,vehicle_1,SAVEIRO CS RB MPI,82245,51734,energy,36
customer_17,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,26477,other,14
customer_73,vehicle_6,TOYOTA-HILUX CS 4X4,172298,117201,engineering,13
customer_42,vehicle_8,GM-S10 CABINE SIMPLES,175555,93212,mining,20
customer_54,vehicle_1,SAVEIRO CS RB MPI,82245,54415,energy,33
customer_32,vehicle_1,SAVEIRO CS RB MPI,82245,44232,mining,29
customer_88,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,20463,energy,35
customer_79,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,59910,engineering,13
customer_9,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,17820,mining,25
customer_19,vehicle_8,GM-S10 CABINE SIMPLES,175555,110737,energy,32
customer_5,vehicle_1,SAVEIRO CS RB MPI,82245,37426,mining,18
customer_41,vehicle_8,GM-S10 CABINE SIMPLES,175555,112863,energy,34
customer_26,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24269,engineering,14
customer_20,vehicle_1,SAVEIRO CS RB MPI,82245,57521,engineering,5
customer_80,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,62169,other,12
customer_21,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,151760,agribusiness,16
customer_57,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,62604,energy,36
customer_75,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,64761,other,23
customer_64,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,122092,agribusiness,23
customer_40,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22458,engineering,9
customer_83,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,120367,other,7
customer_59,vehicle_8,GM-S10 CABINE SIMPLES,175555,110792,energy,14
customer_36,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,118908,energy,24
customer_95,vehicle_1,SAVEIRO CS RB MPI,82245,57975,agribusiness,20
customer_14,vehicle_1,SAVEIRO CS RB MPI,82245,49752,energy,36
customer_98,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,126209,energy,12
customer_66,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45306,energy,15
customer_27,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58162,energy,19
customer_36,vehicle_6,TOYOTA-HILUX CS 4X4,172298,113217,energy,29
customer_3,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,61651,engineering,6
customer_50,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,42755,mining,25
customer_50,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,90626,mining,24
customer_96,vehicle_8,GM-S10 CABINE SIMPLES,175555,130344,agribusiness,18
customer_50,vehicle_8,GM-S10 CABINE SIMPLES,175555,87877,mining,25
customer_5,vehicle_6,TOYOTA-HILUX CS 4X4,172298,89605,mining,34
customer_38,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,62222,energy,20
customer_11,vehicle_1,SAVEIRO CS RB MPI,82245,60183,engineering,15
customer_66,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,128635,energy,17
customer_96,vehicle_8,GM-S10 CABINE SIMPLES,175555,138550,agribusiness,22
customer_100,vehicle_8,GM-S10 CABINE SIMPLES,175555,86341,mining,26
customer_68,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,45981,mining,30
customer_2,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,57347,agribusiness,12
customer_84,vehicle_8,GM-S10 CABINE SIMPLES,175555,140359,other,24
customer_70,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,61858,engineering,9
customer_41,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,40724,energy,20
customer_33,vehicle_6,TOYOTA-HILUX CS 4X4,172298,112946,engineering,5
customer_34,vehicle_7,HILUX CS DSL 4X4,262854,193600,agribusiness,15
customer_96,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,142107,agribusiness,22
customer_68,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,15664,mining,16
customer_36,vehicle_8,GM-S10 CABINE SIMPLES,175555,108655,energy,24
customer_40,vehicle_8,GM-S10 CABINE SIMPLES,175555,120369,engineering,14
customer_67,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,141215,energy,15
customer_66,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,60975,energy,29
customer_30,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,46865,agribusiness,14
customer_37,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,64910,agribusiness,20
customer_58,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,59053,agribusiness,13
customer_69,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,49285,other,6
customer_53,vehicle_7,HILUX CS DSL 4X4,262854,122395,mining,31
customer_40,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45616,engineering,15
customer_6,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,46092,energy,13
customer_1,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,126583,agribusiness,19
customer_10,vehicle_6,TOYOTA-HILUX CS 4X4,172298,105096,energy,26
customer_89,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,49763,agribusiness,22
customer_36,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,53568,energy,24
customer_32,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,34826,mining,31
customer_21,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58733,agribusiness,18
customer_21,vehicle_7,HILUX CS DSL 4X4,262854,192393,agribusiness,24
customer_95,vehicle_7,HILUX CS DSL 4X4,262854,200276,agribusiness,21
customer_31,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,105875,engineering,14
customer_89,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,70380,agribusiness,22
customer_83,vehicle_8,GM-S10 CABINE SIMPLES,175555,129410,other,7
customer_15,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,21504,energy,26
customer_38,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,64271,energy,13
customer_28,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25327,agribusiness,16
customer_84,vehicle_7,HILUX CS DSL 4X4,262854,192112,other,15
customer_59,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22059,energy,34
customer_28,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,117865,agribusiness,12
customer_65,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,146271,energy,14
customer_37,vehicle_7,HILUX CS DSL 4X4,262854,210202,agribusiness,23
customer_82,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,69641,other,15
customer_80,vehicle_8,GM-S10 CABINE SIMPLES,175555,131297,other,7
customer_42,vehicle_8,GM-S10 CABINE SIMPLES,175555,95781,mining,29
customer_35,vehicle_8,GM-S10 CABINE SIMPLES,175555,82068,mining,27
customer_76,vehicle_1,SAVEIRO CS RB MPI,82245,37979,mining,36
customer_63,vehicle_8,GM-S10 CABINE SIMPLES,175555,111999,energy,31
customer_88,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,111836,energy,17
customer_15,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,49679,energy,25
customer_99,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,16390,mining,19
customer_19,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,39696,energy,20
customer_84,vehicle_6,TOYOTA-HILUX CS 4X4,172298,127324,other,14
customer_78,vehicle_6,TOYOTA-HILUX CS 4X4,172298,88887,mining,23
customer_51,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,87419,mining,24
customer_1,vehicle_1,SAVEIRO CS RB MPI,82245,60003,agribusiness,24
customer_79,vehicle_1,SAVEIRO CS RB MPI,82245,61094,engineering,11
customer_51,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,15528,mining,21
customer_93,vehicle_7,HILUX CS DSL 4X4,262854,189306,other,15
customer_76,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,74543,mining,18
customer_39,vehicle_6,TOYOTA-HILUX CS 4X4,172298,133889,agribusiness,17
customer_51,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,109289,mining,27
customer_6,vehicle_8,GM-S10 CABINE SIMPLES,175555,120551,energy,30
customer_76,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,31995,mining,15
customer_56,vehicle_6,TOYOTA-HILUX CS 4X4,172298,93310,mining,27
customer_88,vehicle_1,SAVEIRO CS RB MPI,82245,49868,energy,29
customer_2,vehicle_6,TOYOTA-HILUX CS 4X4,172298,137134,agribusiness,14
customer_17,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,127157,other,6
customer_34,vehicle_7,HILUX CS DSL 4X4,262854,184554,agribusiness,12
customer_94,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,142030,engineering,8
customer_61,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,121613,agribusiness,19
customer_78,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,93733,mining,35
customer_55,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,57520,energy,23
customer_24,vehicle_6,TOYOTA-HILUX CS 4X4,172298,133794,agribusiness,16
customer_16,vehicle_6,TOYOTA-HILUX CS 4X4,172298,120829,other,8
customer_57,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,20822,energy,23
customer_11,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23726,engineering,12
